kmer_2_AA,kmer_2_AC,kmer_2_AG,kmer_2_AT,kmer_2_CA,kmer_2_CC,kmer_2_CG,kmer_2_CT,kmer_2_GA,kmer_2_GC,kmer_2_GG,kmer_2_GT,kmer_2_TA,kmer_2_TC,kmer_2_TG,kmer_2_TT,kmer_3_AAA,kmer_3_AAC,kmer_3_AAG,kmer_3_AAT,kmer_3_ACA,kmer_3_ACC,kmer_3_ACG,kmer_3_ACT,kmer_3_AGA,kmer_3_AGC,kmer_3_AGG,kmer_3_AGT,kmer_3_ATA,kmer_3_ATC,kmer_3_ATG,kmer_3_ATT,kmer_3_CAA,kmer_3_CAC,kmer_3_CAG,kmer_3_CAT,kmer_3_CCA,kmer_3_CCC,kmer_3_CCG,kmer_3_CCT,kmer_3_CGA,kmer_3_CGC,kmer_3_CGG,kmer_3_CGT,kmer_3_CTA,kmer_3_CTC,kmer_3_CTG,kmer_3_CTT,kmer_3_GAA,kmer_3_GAC,kmer_3_GAG,kmer_3_GAT,kmer_3_GCA,kmer_3_GCC,kmer_3_GCG,kmer_3_GCT,kmer_3_GGA,kmer_3_GGC,kmer_3_GGG,kmer_3_GGT,kmer_3_GTA,kmer_3_GTC,kmer_3_GTG,kmer_3_GTT,kmer_3_TAA,kmer_3_TAC,kmer_3_TAG,kmer_3_TAT,kmer_3_TCA,kmer_3_TCC,kmer_3_TCG,kmer_3_TCT,kmer_3_TGA,kmer_3_TGC,kmer_3_TGG,kmer_3_TGT,kmer_3_TTA,kmer_3_TTC,kmer_3_TTG,kmer_3_TTT,DCC_Twist.Tilt.lag.1,DCC_Twist.Tilt.lag.2,DCC_Tilt.Twist.lag.1,DCC_Tilt.Twist.lag.2,DACC_Twist.lag1,DACC_Twist.lag2,DACC_Tilt.lag1,DACC_Tilt.lag2,DACC_Twist.Tilt.lag.1,DACC_Twist.Tilt.lag.2,DACC_Tilt.Twist.lag.1,DACC_Tilt.Twist.lag.2,TCC_Dnase I.Nucleosome.lag.1,TCC_Dnase I.Nucleosome.lag.2,TCC_Nucleosome.Dnase I.lag.1,TCC_Nucleosome.Dnase I.lag.2,TACC_Dnase I.lag1,TACC_Dnase I.lag2,TACC_Nucleosome.lag1,TACC_Nucleosome.lag2,TACC_Dnase I.Nucleosome.lag.1,TACC_Dnase I.Nucleosome.lag.2,TACC_Nucleosome.Dnase I.lag.1,TACC_Nucleosome.Dnase I.lag.2,PseDNC_Xc1.AA,PseDNC_Xc1.AC,PseDNC_Xc1.AG,PseDNC_Xc1.AT,PseDNC_Xc1.CA,PseDNC_Xc1.CC,PseDNC_Xc1.CG,PseDNC_Xc1.CT,PseDNC_Xc1.GA,PseDNC_Xc1.GC,PseDNC_Xc1.GG,PseDNC_Xc1.GT,PseDNC_Xc1.TA,PseDNC_Xc1.TC,PseDNC_Xc1.TG,PseDNC_Xc1.TT,PseDNC_Xc2.lambda.1,PseDNC_Xc2.lambda.2,PseDNC_Xc2.lambda.3,PseKNC_3_Xc1.AAA,PseKNC_3_Xc1.AAC,PseKNC_3_Xc1.AAG,PseKNC_3_Xc1.AAT,PseKNC_3_Xc1.ACA,PseKNC_3_Xc1.ACC,PseKNC_3_Xc1.ACG,PseKNC_3_Xc1.ACT,PseKNC_3_Xc1.AGA,PseKNC_3_Xc1.AGC,PseKNC_3_Xc1.AGG,PseKNC_3_Xc1.AGT,PseKNC_3_Xc1.ATA,PseKNC_3_Xc1.ATC,PseKNC_3_Xc1.ATG,PseKNC_3_Xc1.ATT,PseKNC_3_Xc1.CAA,PseKNC_3_Xc1.CAC,PseKNC_3_Xc1.CAG,PseKNC_3_Xc1.CAT,PseKNC_3_Xc1.CCA,PseKNC_3_Xc1.CCC,PseKNC_3_Xc1.CCG,PseKNC_3_Xc1.CCT,PseKNC_3_Xc1.CGA,PseKNC_3_Xc1.CGC,PseKNC_3_Xc1.CGG,PseKNC_3_Xc1.CGT,PseKNC_3_Xc1.CTA,PseKNC_3_Xc1.CTC,PseKNC_3_Xc1.CTG,PseKNC_3_Xc1.CTT,PseKNC_3_Xc1.GAA,PseKNC_3_Xc1.GAC,PseKNC_3_Xc1.GAG,PseKNC_3_Xc1.GAT,PseKNC_3_Xc1.GCA,PseKNC_3_Xc1.GCC,PseKNC_3_Xc1.GCG,PseKNC_3_Xc1.GCT,PseKNC_3_Xc1.GGA,PseKNC_3_Xc1.GGC,PseKNC_3_Xc1.GGG,PseKNC_3_Xc1.GGT,PseKNC_3_Xc1.GTA,PseKNC_3_Xc1.GTC,PseKNC_3_Xc1.GTG,PseKNC_3_Xc1.GTT,PseKNC_3_Xc1.TAA,PseKNC_3_Xc1.TAC,PseKNC_3_Xc1.TAG,PseKNC_3_Xc1.TAT,PseKNC_3_Xc1.TCA,PseKNC_3_Xc1.TCC,PseKNC_3_Xc1.TCG,PseKNC_3_Xc1.TCT,PseKNC_3_Xc1.TGA,PseKNC_3_Xc1.TGC,PseKNC_3_Xc1.TGG,PseKNC_3_Xc1.TGT,PseKNC_3_Xc1.TTA,PseKNC_3_Xc1.TTC,PseKNC_3_Xc1.TTG,PseKNC_3_Xc1.TTT,PseKNC_3_Xc2.lambda.1,PseKNC_3_Xc2.lambda.2,PseKNC_3_Xc2.lambda.3,PseKNC_5_Xc1.AAA,PseKNC_5_Xc1.AAC,PseKNC_5_Xc1.AAG,PseKNC_5_Xc1.AAT,PseKNC_5_Xc1.ACA,PseKNC_5_Xc1.ACC,PseKNC_5_Xc1.ACG,PseKNC_5_Xc1.ACT,PseKNC_5_Xc1.AGA,PseKNC_5_Xc1.AGC,PseKNC_5_Xc1.AGG,PseKNC_5_Xc1.AGT,PseKNC_5_Xc1.ATA,PseKNC_5_Xc1.ATC,PseKNC_5_Xc1.ATG,PseKNC_5_Xc1.ATT,PseKNC_5_Xc1.CAA,PseKNC_5_Xc1.CAC,PseKNC_5_Xc1.CAG,PseKNC_5_Xc1.CAT,PseKNC_5_Xc1.CCA,PseKNC_5_Xc1.CCC,PseKNC_5_Xc1.CCG,PseKNC_5_Xc1.CCT,PseKNC_5_Xc1.CGA,PseKNC_5_Xc1.CGC,PseKNC_5_Xc1.CGG,PseKNC_5_Xc1.CGT,PseKNC_5_Xc1.CTA,PseKNC_5_Xc1.CTC,PseKNC_5_Xc1.CTG,PseKNC_5_Xc1.CTT,PseKNC_5_Xc1.GAA,PseKNC_5_Xc1.GAC,PseKNC_5_Xc1.GAG,PseKNC_5_Xc1.GAT,PseKNC_5_Xc1.GCA,PseKNC_5_Xc1.GCC,PseKNC_5_Xc1.GCG,PseKNC_5_Xc1.GCT,PseKNC_5_Xc1.GGA,PseKNC_5_Xc1.GGC,PseKNC_5_Xc1.GGG,PseKNC_5_Xc1.GGT,PseKNC_5_Xc1.GTA,PseKNC_5_Xc1.GTC,PseKNC_5_Xc1.GTG,PseKNC_5_Xc1.GTT,PseKNC_5_Xc1.TAA,PseKNC_5_Xc1.TAC,PseKNC_5_Xc1.TAG,PseKNC_5_Xc1.TAT,PseKNC_5_Xc1.TCA,PseKNC_5_Xc1.TCC,PseKNC_5_Xc1.TCG,PseKNC_5_Xc1.TCT,PseKNC_5_Xc1.TGA,PseKNC_5_Xc1.TGC,PseKNC_5_Xc1.TGG,PseKNC_5_Xc1.TGT,PseKNC_5_Xc1.TTA,PseKNC_5_Xc1.TTC,PseKNC_5_Xc1.TTG,PseKNC_5_Xc1.TTT,PseKNC_5_Xc2.lambda.1,PseKNC_5_Xc2.lambda.2,PseKNC_5_Xc2.lambda.3,PseKNC_5_Xc2.lambda.4,PseKNC_5_Xc2.lambda.5,C3s,A3s,G3s,CAI,CBI,Fop,Nc,GC3s,GC,L_sym,L_aa,Gravy,Aromo,X
HL41_00920,74,30,25,31,19,30,3,40,24,6,17,13,43,26,15,68,37,15,11,11,3,17,1,9,10,4,7,4,11,9,4,7,10,4,2,3,7,5,0,18,2,1,0,0,8,7,3,22,12,4,5,2,3,0,0,3,5,1,5,6,4,1,0,8,15,7,7,14,6,8,2,10,7,0,5,3,20,9,8,31,-0.122,-0.042,-0.184,-0.003,-0.206,-0.027,-0.111,-0.056,-0.122,-0.042,-0.184,-0.003,-0.103,-0.014,-0.239,-0.221,0.381,0.184,0.526,0.071,-0.103,-0.014,-0.239,-0.221,0.128,0.052,0.043,0.053,0.033,0.052,0.005,0.069,0.041,0.01,0.029,0.022,0.074,0.045,0.026,0.117,0.073,0.065,0.062,0.021,0.009,0.006,0.006,0.002,0.01,0.001,0.005,0.006,0.002,0.004,0.002,0.006,0.005,0.002,0.004,0.006,0.002,0.001,0.002,0.004,0.003,0,0.01,0.001,0.001,0,0,0.005,0.004,0.002,0.013,0.007,0.002,0.003,0.001,0.002,0,0,0.002,0.003,0.001,0.003,0.003,0.002,0.001,0,0.005,0.009,0.004,0.004,0.008,0.003,0.005,0.001,0.006,0.004,0,0.003,0.002,0.012,0.005,0.005,0.018,0.267,0.237,0.228,0.015,0.006,0.004,0.004,0.001,0.007,0,0.004,0.004,0.002,0.003,0.002,0.004,0.004,0.002,0.003,0.004,0.002,0.001,0.001,0.003,0.002,0,0.007,0.001,0,0,0,0.003,0.003,0.001,0.009,0.005,0.002,0.002,0.001,0.001,0,0,0.001,0.002,0,0.002,0.002,0.002,0,0,0.003,0.006,0.003,0.003,0.006,0.002,0.003,0.001,0.004,0.003,0,0.002,0.001,0.008,0.004,0.003,0.012,0.182,0.161,0.155,0.166,0.151,0.2727,0.4956,0.0909,0.179,0.022,0.428,41.64,0.276,0.327,152,154,-0.157143,0.175325,NA
HL41_00925,75,26,60,42,41,33,12,43,45,28,39,30,42,42,32,57,34,9,20,12,6,8,2,10,22,14,12,11,8,14,10,10,12,4,12,13,16,3,3,11,5,2,2,3,4,10,10,19,18,11,11,5,4,10,2,12,14,6,12,7,11,6,3,10,11,2,17,12,15,12,5,10,4,6,13,9,19,12,9,17,-0.185,-0.007,-0.239,0.039,-0.259,0.018,-0.151,-0.034,-0.185,-0.007,-0.239,0.039,-0.195,-0.024,-0.242,-0.171,0.214,0.098,0.537,0.131,-0.195,-0.024,-0.242,-0.171,0.093,0.032,0.075,0.052,0.051,0.041,0.015,0.053,0.056,0.035,0.048,0.037,0.052,0.052,0.04,0.071,0.073,0.063,0.06,0.014,0.004,0.008,0.005,0.002,0.003,0.001,0.004,0.009,0.006,0.005,0.005,0.003,0.006,0.004,0.004,0.005,0.002,0.005,0.005,0.007,0.001,0.001,0.005,0.002,0.001,0.001,0.001,0.002,0.004,0.004,0.008,0.007,0.005,0.005,0.002,0.002,0.004,0.001,0.005,0.006,0.002,0.005,0.003,0.005,0.002,0.001,0.004,0.005,0.001,0.007,0.005,0.006,0.005,0.002,0.004,0.002,0.002,0.005,0.004,0.008,0.005,0.004,0.007,0.273,0.236,0.223,0.01,0.003,0.006,0.003,0.002,0.002,0.001,0.003,0.006,0.004,0.003,0.003,0.002,0.004,0.003,0.003,0.003,0.001,0.003,0.004,0.005,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.005,0.005,0.003,0.003,0.001,0.001,0.003,0.001,0.003,0.004,0.002,0.003,0.002,0.003,0.002,0.001,0.003,0.003,0.001,0.005,0.003,0.004,0.003,0.001,0.003,0.001,0.002,0.004,0.003,0.005,0.003,0.003,0.005,0.187,0.162,0.153,0.156,0.159,0.2209,0.4571,0.1656,0.191,-0.055,0.377,45.95,0.302,0.42,212,215,0.111628,0.055814,NA
HL41_00930,82,21,44,46,26,29,7,24,41,15,24,20,43,21,26,46,40,7,20,15,6,9,0,6,19,8,10,6,12,7,13,14,11,2,5,8,13,7,2,7,3,1,1,2,8,1,6,9,18,5,7,11,3,4,2,6,12,2,4,6,5,4,3,8,13,7,12,11,4,9,3,5,7,4,9,6,18,9,4,15,-0.219,-0.016,-0.239,-0.008,-0.28,-0.006,-0.156,-0.028,-0.219,-0.016,-0.239,-0.008,-0.277,-0.093,-0.253,-0.123,0.228,0.072,0.612,0.208,-0.277,-0.093,-0.253,-0.123,0.126,0.032,0.068,0.071,0.04,0.045,0.011,0.037,0.063,0.023,0.037,0.031,0.066,0.032,0.04,0.071,0.078,0.067,0.062,0.02,0.004,0.01,0.008,0.003,0.005,0,0.003,0.01,0.004,0.005,0.003,0.006,0.004,0.007,0.007,0.006,0.001,0.003,0.004,0.007,0.004,0.001,0.004,0.002,0.001,0.001,0.001,0.004,0.001,0.003,0.005,0.009,0.003,0.004,0.006,0.002,0.002,0.001,0.003,0.006,0.001,0.002,0.003,0.003,0.002,0.002,0.004,0.007,0.004,0.006,0.006,0.002,0.005,0.002,0.003,0.004,0.002,0.005,0.003,0.009,0.005,0.002,0.008,0.28,0.242,0.22,0.014,0.002,0.007,0.005,0.002,0.003,0,0.002,0.006,0.003,0.003,0.002,0.004,0.002,0.004,0.005,0.004,0.001,0.002,0.003,0.004,0.002,0.001,0.002,0.001,0,0,0.001,0.003,0,0.002,0.003,0.006,0.002,0.002,0.004,0.001,0.001,0.001,0.002,0.004,0.001,0.001,0.002,0.002,0.001,0.001,0.003,0.004,0.002,0.004,0.004,0.001,0.003,0.001,0.002,0.002,0.001,0.003,0.002,0.006,0.003,0.001,0.005,0.187,0.163,0.147,0.166,0.162,0.2358,0.4593,0.2,0.216,0.057,0.442,46.28,0.319,0.363,163,171,-0.063158,0.064327,NA
HL41_00935,189,66,148,108,52,69,26,85,136,45,79,66,134,52,73,165,80,25,59,24,10,26,11,19,70,14,38,26,33,19,24,32,22,5,16,9,18,15,6,30,10,4,9,3,23,15,9,38,48,18,38,32,8,9,5,23,26,11,17,25,21,6,14,25,39,18,35,42,16,19,4,13,30,16,15,12,57,12,26,70,-0.206,-0.032,-0.196,0.006,-0.256,-0.009,-0.139,-0.03,-0.206,-0.032,-0.196,0.006,-0.155,-0.093,-0.122,-0.137,0.257,0.105,0.55,0.168,-0.155,-0.093,-0.122,-0.137,0.101,0.035,0.079,0.058,0.028,0.037,0.014,0.045,0.072,0.024,0.042,0.035,0.071,0.028,0.039,0.088,0.077,0.064,0.064,0.014,0.004,0.01,0.004,0.002,0.005,0.002,0.003,0.012,0.002,0.007,0.005,0.006,0.003,0.004,0.006,0.004,0.001,0.003,0.002,0.003,0.003,0.001,0.005,0.002,0.001,0.002,0.001,0.004,0.003,0.002,0.007,0.008,0.003,0.007,0.006,0.001,0.002,0.001,0.004,0.005,0.002,0.003,0.004,0.004,0.001,0.002,0.004,0.007,0.003,0.006,0.007,0.003,0.003,0.001,0.002,0.005,0.003,0.003,0.002,0.01,0.002,0.005,0.012,0.279,0.231,0.23,0.01,0.003,0.007,0.003,0.001,0.003,0.001,0.002,0.008,0.002,0.005,0.003,0.004,0.002,0.003,0.004,0.003,0.001,0.002,0.001,0.002,0.002,0.001,0.004,0.001,0,0.001,0,0.003,0.002,0.001,0.005,0.006,0.002,0.005,0.004,0.001,0.001,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.001,0.002,0.003,0.005,0.002,0.004,0.005,0.002,0.002,0,0.002,0.004,0.002,0.002,0.001,0.007,0.001,0.003,0.008,0.192,0.158,0.158,0.16,0.154,0.1736,0.4188,0.2353,0.167,-0.125,0.337,46.07,0.297,0.374,481,497,-0.400403,0.108652,NA
HL41_00940,124,33,106,79,36,60,22,75,74,44,72,80,108,56,70,193,53,13,37,20,8,13,5,7,36,16,29,25,21,16,21,21,9,4,14,9,12,17,8,23,5,4,7,6,14,11,15,35,21,8,21,24,5,17,3,19,19,6,16,31,23,5,9,43,41,8,34,25,11,13,6,26,14,18,20,18,50,24,25,94,-0.213,-0.048,-0.19,-0.039,-0.259,-0.038,-0.143,-0.062,-0.213,-0.048,-0.19,-0.039,-0.031,-0.059,-0.016,-0.109,0.291,0.132,0.631,0.233,-0.031,-0.059,-0.016,-0.109,0.08,0.021,0.069,0.051,0.023,0.039,0.014,0.049,0.048,0.028,0.047,0.052,0.07,0.036,0.045,0.125,0.076,0.066,0.061,0.011,0.003,0.008,0.004,0.002,0.003,0.001,0.001,0.008,0.003,0.006,0.005,0.004,0.003,0.004,0.004,0.002,0.001,0.003,0.002,0.003,0.004,0.002,0.005,0.001,0.001,0.001,0.001,0.003,0.002,0.003,0.007,0.004,0.002,0.004,0.005,0.001,0.004,0.001,0.004,0.004,0.001,0.003,0.007,0.005,0.001,0.002,0.009,0.009,0.002,0.007,0.005,0.002,0.003,0.001,0.006,0.003,0.004,0.004,0.004,0.011,0.005,0.005,0.02,0.277,0.24,0.222,0.008,0.002,0.005,0.003,0.001,0.002,0.001,0.001,0.005,0.002,0.004,0.004,0.003,0.002,0.003,0.003,0.001,0.001,0.002,0.001,0.002,0.002,0.001,0.003,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.003,0.001,0.003,0.003,0.001,0.002,0,0.003,0.003,0.001,0.002,0.004,0.003,0.001,0.001,0.006,0.006,0.001,0.005,0.004,0.002,0.002,0.001,0.004,0.002,0.003,0.003,0.003,0.007,0.003,0.004,0.014,0.189,0.163,0.151,0.16,0.158,0.1824,0.3882,0.1986,0.19,-0.033,0.372,51.56,0.303,0.376,390,410,0.590976,0.112195,NA
HL41_00945,92,41,52,47,37,33,17,37,52,24,49,27,50,26,35,79,48,20,12,12,9,17,10,5,22,8,16,5,17,11,8,11,12,4,12,9,13,4,2,14,7,3,6,1,7,3,8,19,15,10,16,11,9,5,3,7,16,5,12,16,10,1,5,11,17,7,12,14,6,7,2,11,7,8,15,5,16,11,14,38,-0.246,0.005,-0.184,-0.01,-0.29,0.004,-0.143,-0.026,-0.246,0.005,-0.184,-0.01,-0.126,-0.063,-0.186,-0.127,0.408,0.248,0.633,0.239,-0.126,-0.063,-0.186,-0.127,0.106,0.047,0.06,0.054,0.042,0.038,0.02,0.042,0.06,0.028,0.056,0.031,0.057,0.03,0.04,0.091,0.075,0.063,0.061,0.018,0.008,0.005,0.005,0.003,0.006,0.004,0.002,0.008,0.003,0.006,0.002,0.006,0.004,0.003,0.004,0.005,0.002,0.005,0.003,0.005,0.002,0.001,0.005,0.003,0.001,0.002,0,0.003,0.001,0.003,0.007,0.006,0.004,0.006,0.004,0.003,0.002,0.001,0.003,0.006,0.002,0.005,0.006,0.004,0,0.002,0.004,0.006,0.003,0.005,0.005,0.002,0.003,0.001,0.004,0.003,0.003,0.006,0.002,0.006,0.004,0.005,0.014,0.278,0.232,0.225,0.012,0.005,0.003,0.003,0.002,0.004,0.003,0.001,0.006,0.002,0.004,0.001,0.004,0.003,0.002,0.003,0.003,0.001,0.003,0.002,0.003,0.001,0.001,0.004,0.002,0.001,0.002,0,0.002,0.001,0.002,0.005,0.004,0.003,0.004,0.003,0.002,0.001,0.001,0.002,0.004,0.001,0.003,0.004,0.003,0,0.001,0.003,0.004,0.002,0.003,0.004,0.002,0.002,0.001,0.003,0.002,0.002,0.004,0.001,0.004,0.003,0.004,0.01,0.189,0.156,0.152,0.156,0.166,0.1854,0.4389,0.2727,0.181,-0.073,0.356,47.32,0.347,0.397,225,232,-0.071121,0.068966,NA
HL41_00950,374,125,250,189,102,105,35,139,217,43,163,139,245,108,115,284,167,45,108,54,29,54,13,29,102,20,82,45,79,36,31,43,37,14,36,15,37,18,8,42,15,0,12,8,33,17,25,64,90,28,44,55,7,14,3,19,53,10,30,70,42,13,26,58,80,38,62,65,29,19,11,49,47,13,39,16,91,42,33,118,-0.229,-0.047,-0.191,-0.029,-0.278,-0.022,-0.144,-0.056,-0.229,-0.047,-0.191,-0.029,-0.12,-0.064,-0.15,-0.11,0.224,0.118,0.513,0.175,-0.12,-0.064,-0.15,-0.11,0.113,0.038,0.075,0.057,0.031,0.032,0.011,0.042,0.065,0.013,0.049,0.042,0.074,0.033,0.035,0.086,0.077,0.066,0.063,0.016,0.004,0.011,0.005,0.003,0.005,0.001,0.003,0.01,0.002,0.008,0.004,0.008,0.004,0.003,0.004,0.004,0.001,0.004,0.001,0.004,0.002,0.001,0.004,0.001,0,0.001,0.001,0.003,0.002,0.002,0.006,0.009,0.003,0.004,0.005,0.001,0.001,0,0.002,0.005,0.001,0.003,0.007,0.004,0.001,0.003,0.006,0.008,0.004,0.006,0.006,0.003,0.002,0.001,0.005,0.005,0.001,0.004,0.002,0.009,0.004,0.003,0.012,0.277,0.237,0.226,0.011,0.003,0.007,0.004,0.002,0.004,0.001,0.002,0.007,0.001,0.006,0.003,0.005,0.002,0.002,0.003,0.002,0.001,0.002,0.001,0.002,0.001,0.001,0.003,0.001,0,0.001,0.001,0.002,0.001,0.002,0.004,0.006,0.002,0.003,0.004,0,0.001,0,0.001,0.004,0.001,0.002,0.005,0.003,0.001,0.002,0.004,0.005,0.003,0.004,0.004,0.002,0.001,0.001,0.003,0.003,0.001,0.003,0.001,0.006,0.003,0.002,0.008,0.189,0.162,0.154,0.163,0.157,0.2123,0.4399,0.209,0.194,-0.048,0.393,45.28,0.311,0.358,859,877,-0.372748,0.125428,NA
HL41_00960,83,39,75,51,36,29,13,36,66,18,65,42,63,28,38,79,33,13,24,12,10,8,8,13,30,5,30,10,18,9,13,11,14,3,16,3,8,8,1,12,2,1,4,6,13,6,3,14,18,11,21,16,8,5,2,3,17,9,14,25,8,6,2,26,18,12,14,19,10,8,2,8,17,3,17,1,24,7,20,28,-0.216,-0.039,-0.181,-0.044,-0.268,-0.043,-0.137,-0.025,-0.216,-0.039,-0.181,-0.044,-0.103,-0.092,-0.149,-0.179,0.177,0.059,0.49,0.125,-0.103,-0.092,-0.149,-0.179,0.087,0.041,0.078,0.053,0.038,0.03,0.014,0.038,0.069,0.019,0.068,0.044,0.066,0.029,0.04,0.083,0.076,0.065,0.063,0.011,0.004,0.008,0.004,0.003,0.003,0.003,0.004,0.01,0.002,0.01,0.003,0.006,0.003,0.004,0.004,0.005,0.001,0.005,0.001,0.003,0.003,0,0.004,0.001,0,0.001,0.002,0.004,0.002,0.001,0.005,0.006,0.004,0.007,0.005,0.003,0.002,0.001,0.001,0.006,0.003,0.005,0.009,0.003,0.002,0.001,0.009,0.006,0.004,0.005,0.007,0.003,0.003,0.001,0.003,0.006,0.001,0.006,0,0.008,0.002,0.007,0.01,0.276,0.235,0.227,0.008,0.003,0.006,0.003,0.002,0.002,0.002,0.003,0.007,0.001,0.007,0.002,0.004,0.002,0.003,0.003,0.003,0.001,0.004,0.001,0.002,0.002,0,0.003,0,0,0.001,0.001,0.003,0.001,0.001,0.003,0.004,0.003,0.005,0.004,0.002,0.001,0,0.001,0.004,0.002,0.003,0.006,0.002,0.001,0,0.006,0.004,0.003,0.003,0.005,0.002,0.002,0,0.002,0.004,0.001,0.004,0,0.006,0.002,0.005,0.007,0.191,0.162,0.156,0.155,0.156,0.1436,0.3788,0.2951,0.145,-0.132,0.332,45.77,0.336,0.402,244,253,-0.359289,0.071146,NA
HL41_00965,63,43,76,49,44,40,12,46,69,35,63,41,54,24,58,65,18,18,17,10,11,17,4,11,26,15,25,9,11,10,16,12,20,1,18,5,16,10,4,10,1,0,4,7,9,6,11,20,10,11,26,22,9,9,2,15,24,6,16,17,12,4,11,14,15,13,15,11,8,4,2,10,18,14,18,8,22,4,20,19,-0.241,-0.029,-0.215,-0.033,-0.302,-0.028,-0.173,-0.064,-0.241,-0.029,-0.215,-0.033,-0.119,-0.039,-0.132,-0.096,0.058,0.036,0.399,0.063,-0.119,-0.039,-0.132,-0.096,0.064,0.044,0.077,0.05,0.045,0.041,0.012,0.047,0.07,0.036,0.064,0.042,0.055,0.024,0.059,0.066,0.078,0.066,0.059,0.006,0.006,0.006,0.003,0.004,0.006,0.001,0.004,0.009,0.005,0.008,0.003,0.004,0.003,0.005,0.004,0.007,0,0.006,0.002,0.005,0.003,0.001,0.003,0,0,0.001,0.002,0.003,0.002,0.004,0.007,0.003,0.004,0.009,0.007,0.003,0.003,0.001,0.005,0.008,0.002,0.005,0.006,0.004,0.001,0.004,0.005,0.005,0.004,0.005,0.004,0.003,0.001,0.001,0.003,0.006,0.005,0.006,0.003,0.007,0.001,0.007,0.006,0.284,0.243,0.215,0.004,0.004,0.004,0.002,0.002,0.004,0.001,0.002,0.006,0.003,0.006,0.002,0.002,0.002,0.004,0.003,0.005,0,0.004,0.001,0.004,0.002,0.001,0.002,0,0,0.001,0.002,0.002,0.001,0.002,0.005,0.002,0.002,0.006,0.005,0.002,0.002,0,0.003,0.005,0.001,0.004,0.004,0.003,0.001,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.001,0,0.002,0.004,0.003,0.004,0.002,0.005,0.001,0.005,0.004,0.194,0.165,0.146,0.161,0.156,0.1914,0.3564,0.2674,0.16,-0.139,0.339,43.92,0.359,0.449,251,260,-0.153462,0.084615,NA
HL41_00970,112,29,81,29,26,19,9,32,52,20,51,46,61,18,28,91,41,13,45,12,9,11,5,4,32,9,28,12,8,3,7,11,16,3,5,2,7,1,2,9,2,2,3,2,9,7,3,13,27,6,13,6,3,6,2,9,10,5,11,25,13,4,9,20,28,7,18,8,7,1,0,10,8,4,9,7,31,4,9,47,-0.197,-0.044,-0.131,-0.042,-0.243,-0.059,-0.139,-0.02,-0.197,-0.044,-0.131,-0.042,0.005,0.03,-0.059,-0.05,0.404,0.169,0.607,0.191,0.005,0.03,-0.059,-0.05,0.128,0.033,0.093,0.033,0.03,0.022,0.01,0.037,0.06,0.023,0.058,0.053,0.07,0.021,0.032,0.104,0.073,0.062,0.059,0.016,0.005,0.017,0.005,0.003,0.004,0.002,0.002,0.012,0.003,0.011,0.005,0.003,0.001,0.003,0.004,0.006,0.001,0.002,0.001,0.003,0,0.001,0.003,0.001,0.001,0.001,0.001,0.003,0.003,0.001,0.005,0.01,0.002,0.005,0.002,0.001,0.002,0.001,0.003,0.004,0.002,0.004,0.01,0.005,0.002,0.003,0.008,0.011,0.003,0.007,0.003,0.003,0,0,0.004,0.003,0.002,0.003,0.003,0.012,0.002,0.003,0.018,0.273,0.231,0.222,0.011,0.003,0.012,0.003,0.002,0.003,0.001,0.001,0.009,0.002,0.007,0.003,0.002,0.001,0.002,0.003,0.004,0.001,0.001,0.001,0.002,0,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.003,0.007,0.002,0.003,0.002,0.001,0.002,0.001,0.002,0.003,0.001,0.003,0.007,0.003,0.001,0.002,0.005,0.007,0.002,0.005,0.002,0.002,0,0,0.003,0.002,0.001,0.002,0.002,0.008,0.001,0.002,0.013,0.187,0.159,0.152,0.163,0.153,0.1462,0.4872,0.2459,0.161,-0.072,0.354,48.2,0.306,0.363,229,234,-0.133761,0.102564,NA
